id,a0,a1,class
1811,0.425,0.861,Class 1
1812,0.440,0.847,Class 1
1813,0.418,0.854,Class 1
1814,0.422,0.860,Class 1
1815,0.421,0.869,Class 1
1816,0.406,0.864,Class 1
1817,0.418,0.863,Class 1
1818,0.413,0.849,Class 1
1819,0.399,0.879,Class 1
1820,0.398,0.861,Class 1
1821,0.403,0.889,Class 1
1822,0.399,0.828,Class 1
1823,0.406,0.889,Class 1
1824,0.407,0.856,Class 1
1825,0.376,0.851,Class 1
1826,0.415,0.824,Class 1
1827,0.425,0.848,Class 1
1828,0.391,0.874,Class 1
1829,0.400,0.854,Class 1
1830,0.386,0.859,Class 1
1831,0.377,0.848,Class 1
1832,0.418,0.851,Class 1
1833,0.398,0.862,Class 1
1834,0.398,0.830,Class 1
1835,0.388,0.870,Class 1
1836,0.399,0.829,Class 1
1837,0.387,0.846,Class 1
1838,0.381,0.857,Class 1
1839,0.401,0.858,Class 1
1840,0.407,0.851,Class 1
1841,0.395,0.854,Class 1
1842,0.349,0.838,Class 1
1843,0.380,0.825,Class 1
1844,0.384,0.855,Class 1
1845,0.399,0.846,Class 1
1846,0.394,0.864,Class 1
1847,0.375,0.832,Class 1
1848,0.367,0.826,Class 1
1849,0.355,0.870,Class 1
1850,0.355,0.828,Class 1
1851,0.354,0.859,Class 1
1852,0.381,0.859,Class 1
1853,0.401,0.843,Class 1
1854,0.340,0.845,Class 1
1855,0.356,0.864,Class 1
1856,0.369,0.850,Class 1
1857,0.373,0.853,Class 1
1858,0.348,0.826,Class 1
1859,0.379,0.857,Class 1
1860,0.346,0.855,Class 1
1861,0.365,0.850,Class 1
1862,0.381,0.857,Class 1
1863,0.360,0.871,Class 1
1864,0.348,0.857,Class 1
1865,0.377,0.829,Class 1
1866,0.340,0.833,Class 1
1867,0.346,0.864,Class 1
1868,0.349,0.869,Class 1
1869,0.353,0.859,Class 1
1870,0.340,0.874,Class 1
1871,0.304,0.865,Class 1
1872,0.330,0.871,Class 1
1873,0.342,0.889,Class 1
1874,0.318,0.858,Class 1
1875,0.345,0.926,Class 1
1876,0.332,0.828,Class 1
1877,0.338,0.835,Class 1
1878,0.341,0.859,Class 1
1879,0.350,0.848,Class 1
1880,0.346,0.816,Class 1
1881,0.322,0.831,Class 1
1882,0.325,0.851,Class 1
1883,0.339,0.849,Class 1
1884,0.328,0.881,Class 1
1885,0.323,0.873,Class 1
1886,0.332,0.874,Class 1
1887,0.307,0.846,Class 1
1888,0.313,0.824,Class 1
1889,0.324,0.858,Class 1
1890,0.318,0.898,Class 1
1891,0.322,0.868,Class 1
1892,0.336,0.839,Class 1
1893,0.288,0.851,Class 1
1894,0.302,0.859,Class 1
1895,0.339,0.841,Class 1
1896,0.309,0.880,Class 1
1897,0.336,0.849,Class 1
1898,0.342,0.879,Class 1
1899,0.321,0.831,Class 1
1900,0.300,0.844,Class 1
1901,0.308,0.822,Class 1
1902,0.290,0.838,Class 1
1903,0.317,0.839,Class 1
1904,0.320,0.839,Class 1
1905,0.318,0.848,Class 1
1906,0.298,0.802,Class 1
1907,0.312,0.819,Class 1
1908,0.329,0.829,Class 1
1909,0.306,0.840,Class 1
1910,0.320,0.892,Class 1
1911,0.317,0.822,Class 1
1912,0.318,0.826,Class 1
1913,0.317,0.868,Class 1
1914,0.304,0.880,Class 1
1915,0.319,0.831,Class 1
1916,0.317,0.872,Class 1
1917,0.300,0.864,Class 1
1918,0.313,0.825,Class 1
1919,0.301,0.810,Class 1
1920,0.294,0.842,Class 1
1921,0.310,0.863,Class 1
1922,0.293,0.822,Class 1
1923,0.300,0.843,Class 1
1924,0.300,0.836,Class 1
1925,0.304,0.826,Class 1
1926,0.298,0.804,Class 1
1927,0.310,0.830,Class 1
1928,0.295,0.822,Class 1
1929,0.280,0.829,Class 1
1930,0.326,0.833,Class 1
1931,0.297,0.844,Class 1
1932,0.303,0.806,Class 1
1933,0.294,0.809,Class 1
1934,0.304,0.805,Class 1
1935,0.287,0.836,Class 1
1936,0.277,0.811,Class 1
1937,0.275,0.874,Class 1
1938,0.292,0.823,Class 1
1939,0.286,0.824,Class 1
1940,0.281,0.780,Class 1
1941,0.287,0.804,Class 1
1942,0.306,0.792,Class 1
1943,0.315,0.809,Class 1
1944,0.302,0.823,Class 1
1945,0.275,0.788,Class 1
1946,0.275,0.786,Class 1
1947,0.278,0.804,Class 1
1948,0.285,0.828,Class 1
1949,0.296,0.803,Class 1
1950,0.289,0.809,Class 1
1951,0.295,0.809,Class 1
1952,0.277,0.811,Class 1
1953,0.304,0.811,Class 1
1954,0.290,0.835,Class 1
1955,0.278,0.822,Class 1
1956,0.263,0.829,Class 1
1957,0.273,0.822,Class 1
1958,0.277,0.844,Class 1
1959,0.254,0.825,Class 1
1960,0.291,0.820,Class 1
1961,0.267,0.801,Class 1
1962,0.271,0.791,Class 1
1963,0.294,0.783,Class 1
1964,0.268,0.814,Class 1
1965,0.274,0.795,Class 1
1966,0.284,0.786,Class 1
1967,0.275,0.838,Class 1
1968,0.288,0.805,Class 1
1969,0.259,0.784,Class 1
1970,0.267,0.853,Class 1
1971,0.291,0.806,Class 1
1972,0.281,0.786,Class 1
1973,0.272,0.815,Class 1
1974,0.282,0.842,Class 1
1975,0.274,0.817,Class 1
1976,0.268,0.831,Class 1
1977,0.256,0.790,Class 1
1978,0.308,0.819,Class 1
1979,0.255,0.792,Class 1
1980,0.276,0.820,Class 1
1981,0.263,0.822,Class 1
1982,0.267,0.794,Class 1
1983,0.280,0.819,Class 1
1984,0.272,0.821,Class 1
1985,0.306,0.840,Class 1
1986,0.267,0.800,Class 1
1987,0.267,0.820,Class 1
1988,0.256,0.801,Class 1
1989,0.273,0.788,Class 1
1990,0.294,0.809,Class 1
1991,0.282,0.801,Class 1
1992,0.288,0.842,Class 1
1993,0.268,0.829,Class 1
1994,0.253,0.825,Class 1
1995,0.263,0.809,Class 1
1996,0.255,0.801,Class 1
1997,0.260,0.808,Class 1
1998,0.236,0.802,Class 1
1999,0.280,0.813,Class 1
2000,0.258,0.807,Class 1
2001,0.273,0.788,Class 1
2002,0.274,0.805,Class 1
2003,0.265,0.766,Class 1
2004,0.261,0.784,Class 1
2005,0.266,0.820,Class 1
2006,0.267,0.785,Class 1
2007,0.247,0.779,Class 1
2008,0.270,0.819,Class 1
2009,0.260,0.779,Class 1
2010,0.241,0.789,Class 1
2011,0.268,0.786,Class 1
2012,0.257,0.761,Class 1
2013,0.246,0.733,Class 1
2014,0.251,0.805,Class 1
2015,0.285,0.829,Class 1
2016,0.239,0.798,Class 1
2017,0.275,0.771,Class 1
2018,0.267,0.794,Class 1
2019,0.260,0.792,Class 1
2020,0.256,0.787,Class 1
2021,0.258,0.779,Class 1
2022,0.280,0.768,Class 1
2023,0.268,0.806,Class 1
2024,0.257,0.801,Class 1
2025,0.271,0.781,Class 1
2026,0.259,0.773,Class 1
2027,0.248,0.796,Class 1
2028,0.244,0.761,Class 1
2029,0.245,0.784,Class 1
2030,0.242,0.764,Class 1
2031,0.265,0.766,Class 1
2032,0.230,0.743,Class 1
2033,0.242,0.758,Class 1
2034,0.237,0.737,Class 1
2035,0.249,0.794,Class 1
2036,0.245,0.748,Class 1
2037,0.231,0.771,Class 1
2038,0.237,0.739,Class 1
2039,0.254,0.762,Class 1
2040,0.235,0.759,Class 1
2041,0.236,0.762,Class 1
2042,0.235,0.750,Class 1
2043,0.260,0.763,Class 1
2044,0.251,0.738,Class 1
2045,0.236,0.749,Class 1
2046,0.233,0.767,Class 1
2047,0.237,0.730,Class 1
2048,0.244,0.758,Class 1
2049,0.259,0.743,Class 1
2050,0.249,0.729,Class 1
2051,0.249,0.704,Class 1
2052,0.239,0.720,Class 1
2053,0.238,0.689,Class 1
2054,0.228,0.746,Class 1
2055,0.237,0.764,Class 1
2056,0.224,0.727,Class 1
2057,0.244,0.734,Class 1
2058,0.253,0.742,Class 1
2059,0.244,0.702,Class 1
2060,0.236,0.748,Class 1
2061,0.248,0.704,Class 1
2062,0.213,0.714,Class 1
2063,0.244,0.710,Class 1
2064,0.250,0.704,Class 1
2065,0.240,0.749,Class 1
2066,0.258,0.696,Class 1
2067,0.228,0.707,Class 1
2068,0.232,0.686,Class 1
2069,0.225,0.707,Class 1
2070,0.237,0.717,Class 1
2071,0.236,0.699,Class 1
2072,0.228,0.686,Class 1
2073,0.242,0.712,Class 1
2074,0.221,0.697,Class 1
2075,0.238,0.719,Class 1
2076,0.232,0.733,Class 1
2077,0.241,0.707,Class 1
2078,0.233,0.687,Class 1
2079,0.253,0.687,Class 1
2080,0.217,0.699,Class 1
2081,0.225,0.657,Class 1
2082,0.250,0.688,Class 1
2083,0.255,0.701,Class 1
2084,0.258,0.690,Class 1
2085,0.235,0.649,Class 1
2086,0.215,0.650,Class 1
2087,0.242,0.689,Class 1
2088,0.214,0.676,Class 1
2089,0.219,0.696,Class 1
2090,0.244,0.685,Class 1
2091,0.251,0.658,Class 1
2092,0.244,0.680,Class 1
2093,0.204,0.663,Class 1
2094,0.222,0.679,Class 1
2095,0.217,0.630,Class 1
2096,0.236,0.637,Class 1
2097,0.253,0.644,Class 1
2098,0.230,0.679,Class 1
2099,0.214,0.674,Class 1
2100,0.257,0.651,Class 1
2101,0.226,0.665,Class 1
2102,0.229,0.633,Class 1
2103,0.218,0.663,Class 1
2104,0.212,0.651,Class 1
2105,0.208,0.622,Class 1
2106,0.233,0.624,Class 1
2107,0.237,0.647,Class 1
2108,0.224,0.623,Class 1
2109,0.218,0.640,Class 1
2110,0.208,0.602,Class 1
2111,0.202,0.666,Class 1
2112,0.198,0.638,Class 1
2113,0.240,0.642,Class 1
2114,0.208,0.622,Class 1
2115,0.226,0.604,Class 1
2116,0.221,0.658,Class 1
2117,0.214,0.593,Class 1
2118,0.215,0.654,Class 1
2119,0.224,0.606,Class 1
2120,0.224,0.602,Class 1
2121,0.197,0.625,Class 1
2122,0.215,0.580,Class 1
2123,0.230,0.593,Class 1
2124,0.230,0.592,Class 1
2125,0.234,0.628,Class 1
2126,0.215,0.602,Class 1
2127,0.228,0.620,Class 1
2128,0.262,0.563,Class 1
2129,0.236,0.603,Class 1
2130,0.223,0.577,Class 1
2131,0.227,0.578,Class 1
2132,0.218,0.565,Class 1
2133,0.215,0.583,Class 1
2134,0.222,0.591,Class 1
2135,0.228,0.586,Class 1
2136,0.222,0.567,Class 1
2137,0.213,0.553,Class 1
2138,0.221,0.566,Class 1
2139,0.208,0.544,Class 1
2140,0.201,0.550,Class 1
2141,0.224,0.555,Class 1
2142,0.206,0.568,Class 1
2143,0.221,0.594,Class 1
2144,0.208,0.560,Class 1
2145,0.204,0.551,Class 1
2146,0.241,0.569,Class 1
2147,0.200,0.586,Class 1
2148,0.203,0.577,Class 1
2149,0.217,0.565,Class 1
2150,0.246,0.548,Class 1
2151,0.230,0.493,Class 1
2152,0.216,0.526,Class 1
2153,0.226,0.551,Class 1
2154,0.234,0.538,Class 1
2155,0.215,0.542,Class 1
2156,0.199,0.582,Class 1
2157,0.199,0.552,Class 1
2158,0.251,0.548,Class 1
2159,0.214,0.561,Class 1
2160,0.193,0.568,Class 1
2161,0.220,0.543,Class 1
2162,0.207,0.534,Class 1
2163,0.226,0.561,Class 1
2164,0.643,0.547,Class 1
2165,0.647,0.578,Class 1
2166,0.627,0.560,Class 1
2167,0.645,0.533,Class 1
2168,0.648,0.529,Class 1
2169,0.637,0.548,Class 1
2170,0.623,0.574,Class 1
2171,0.634,0.553,Class 1
2172,0.640,0.593,Class 1
2173,0.633,0.527,Class 1
2174,0.622,0.563,Class 1
2175,0.633,0.557,Class 1
2176,0.629,0.598,Class 1
2177,0.618,0.569,Class 1
2178,0.643,0.568,Class 1
2179,0.626,0.568,Class 1
2180,0.639,0.583,Class 1
2181,0.640,0.586,Class 1
2182,0.628,0.582,Class 1
2183,0.625,0.556,Class 1
2184,0.614,0.578,Class 1
2185,0.651,0.585,Class 1
2186,0.638,0.596,Class 1
2187,0.639,0.584,Class 1
2188,0.621,0.609,Class 1
2189,0.601,0.580,Class 1
2190,0.638,0.574,Class 1
2191,0.635,0.592,Class 1
2192,0.637,0.540,Class 1
2193,0.637,0.597,Class 1
2194,0.645,0.614,Class 1
2195,0.626,0.582,Class 1
2196,0.630,0.592,Class 1
2197,0.599,0.574,Class 1
2198,0.633,0.590,Class 1
2199,0.614,0.587,Class 1
2200,0.625,0.585,Class 1
2201,0.623,0.611,Class 1
2202,0.635,0.593,Class 1
2203,0.616,0.642,Class 1
2204,0.626,0.559,Class 1
2205,0.590,0.644,Class 1
2206,0.587,0.605,Class 1
2207,0.602,0.617,Class 1
2208,0.605,0.608,Class 1
2209,0.614,0.614,Class 1
2210,0.637,0.612,Class 1
2211,0.613,0.637,Class 1
2212,0.622,0.625,Class 1
2213,0.597,0.616,Class 1
2214,0.598,0.626,Class 1
2215,0.601,0.636,Class 1
2216,0.602,0.624,Class 1
2217,0.639,0.625,Class 1
2218,0.612,0.627,Class 1
2219,0.626,0.643,Class 1
2220,0.587,0.644,Class 1
2221,0.599,0.648,Class 1
2222,0.606,0.656,Class 1
2223,0.606,0.631,Class 1
2224,0.611,0.629,Class 1
2225,0.576,0.644,Class 1
2226,0.600,0.678,Class 1
2227,0.608,0.674,Class 1
2228,0.610,0.685,Class 1
2229,0.594,0.674,Class 1
2230,0.612,0.653,Class 1
2231,0.610,0.621,Class 1
2232,0.575,0.639,Class 1
2233,0.594,0.645,Class 1
2234,0.618,0.656,Class 1
2235,0.613,0.686,Class 1
2236,0.572,0.674,Class 1
2237,0.597,0.715,Class 1
2238,0.595,0.654,Class 1
2239,0.608,0.683,Class 1
2240,0.585,0.674,Class 1
2241,0.581,0.672,Class 1
2242,0.609,0.685,Class 1
2243,0.596,0.691,Class 1
2244,0.580,0.688,Class 1
2245,0.609,0.703,Class 1
2246,0.595,0.706,Class 1
2247,0.571,0.695,Class 1
2248,0.609,0.697,Class 1
2249,0.594,0.682,Class 1
2250,0.555,0.678,Class 1
2251,0.607,0.677,Class 1
2252,0.592,0.682,Class 1
2253,0.608,0.750,Class 1
2254,0.608,0.727,Class 1
2255,0.583,0.713,Class 1
2256,0.636,0.704,Class 1
2257,0.593,0.709,Class 1
2258,0.608,0.716,Class 1
2259,0.588,0.701,Class 1
2260,0.601,0.692,Class 1
2261,0.604,0.723,Class 1
2262,0.591,0.714,Class 1
2263,0.594,0.695,Class 1
2264,0.588,0.728,Class 1
2265,0.584,0.689,Class 1
2266,0.612,0.705,Class 1
2267,0.597,0.724,Class 1
2268,0.591,0.724,Class 1
2269,0.603,0.734,Class 1
2270,0.609,0.708,Class 1
2271,0.596,0.735,Class 1
2272,0.612,0.690,Class 1
2273,0.606,0.740,Class 1
2274,0.591,0.722,Class 1
2275,0.595,0.737,Class 1
2276,0.591,0.744,Class 1
2277,0.596,0.729,Class 1
2278,0.598,0.747,Class 1
2279,0.596,0.737,Class 1
2280,0.609,0.747,Class 1
2281,0.613,0.712,Class 1
2282,0.609,0.735,Class 1
2283,0.615,0.786,Class 1
2284,0.569,0.752,Class 1
2285,0.581,0.778,Class 1
2286,0.598,0.765,Class 1
2287,0.607,0.736,Class 1
2288,0.596,0.750,Class 1
2289,0.576,0.757,Class 1
2290,0.598,0.776,Class 1
2291,0.612,0.765,Class 1
2292,0.596,0.754,Class 1
2293,0.593,0.746,Class 1
2294,0.592,0.780,Class 1
2295,0.608,0.760,Class 1
2296,0.622,0.747,Class 1
2297,0.599,0.752,Class 1
2298,0.598,0.771,Class 1
2299,0.614,0.787,Class 1
2300,0.613,0.741,Class 1
2301,0.584,0.755,Class 1
2302,0.584,0.794,Class 1
2303,0.589,0.784,Class 1
2304,0.592,0.805,Class 1
2305,0.583,0.802,Class 1
2306,0.590,0.762,Class 1
2307,0.607,0.813,Class 1
2308,0.605,0.801,Class 1
2309,0.595,0.822,Class 1
2310,0.584,0.793,Class 1
2311,0.574,0.836,Class 1
2312,0.586,0.827,Class 1
2313,0.588,0.823,Class 1
2314,0.569,0.784,Class 1
2315,0.593,0.808,Class 1
2316,0.581,0.805,Class 1
2317,0.578,0.840,Class 1
2318,0.592,0.824,Class 1
2319,0.568,0.819,Class 1
2320,0.583,0.822,Class 1
2321,0.605,0.803,Class 1
2322,0.564,0.833,Class 1
2323,0.585,0.842,Class 1
2324,0.586,0.792,Class 1
2325,0.595,0.795,Class 1
2326,0.571,0.804,Class 1
2327,0.598,0.820,Class 1
2328,0.583,0.838,Class 1
2329,0.568,0.794,Class 1
2330,0.570,0.800,Class 1
2331,0.573,0.821,Class 1
2332,0.548,0.812,Class 1
2333,0.583,0.788,Class 1
2334,0.570,0.812,Class 1
2335,0.566,0.839,Class 1
2336,0.559,0.851,Class 1
2337,0.577,0.833,Class 1
2338,0.553,0.865,Class 1
2339,0.557,0.808,Class 1
2340,0.571,0.819,Class 1
2341,0.550,0.820,Class 1
2342,0.558,0.821,Class 1
2343,0.559,0.844,Class 1
2344,0.557,0.839,Class 1
2345,0.549,0.858,Class 1
2346,0.557,0.842,Class 1
2347,0.555,0.823,Class 1
2348,0.538,0.866,Class 1
2349,0.533,0.832,Class 1
2350,0.559,0.860,Class 1
2351,0.556,0.827,Class 1
2352,0.552,0.856,Class 1
2353,0.549,0.868,Class 1
2354,0.542,0.866,Class 1
2355,0.517,0.875,Class 1
2356,0.561,0.866,Class 1
2357,0.534,0.821,Class 1
2358,0.543,0.827,Class 1
2359,0.567,0.838,Class 1
2360,0.521,0.848,Class 1
2361,0.509,0.841,Class 1
2362,0.542,0.837,Class 1
2363,0.533,0.873,Class 1
2364,0.538,0.834,Class 1
2365,0.542,0.841,Class 1
2366,0.512,0.866,Class 1
2367,0.502,0.854,Class 1
2368,0.507,0.850,Class 1
2369,0.525,0.841,Class 1
2370,0.509,0.871,Class 1
2371,0.539,0.820,Class 1
2372,0.516,0.867,Class 1
2373,0.530,0.862,Class 1
2374,0.470,0.877,Class 1
2375,0.498,0.861,Class 1
2376,0.505,0.876,Class 1
2377,0.517,0.893,Class 1
2378,0.506,0.858,Class 1
2379,0.507,0.841,Class 1
2380,0.499,0.876,Class 1
2381,0.473,0.879,Class 1
2382,0.470,0.867,Class 1
2383,0.487,0.887,Class 1
2384,0.477,0.860,Class 1
2385,0.471,0.849,Class 1
2386,0.475,0.870,Class 1
2387,0.479,0.856,Class 1
2388,0.482,0.875,Class 1
2389,0.458,0.891,Class 1
2390,0.466,0.867,Class 1
2391,0.481,0.911,Class 1
2392,0.477,0.888,Class 1
2393,0.472,0.892,Class 1
2394,0.474,0.848,Class 1
2395,0.451,0.862,Class 1
2396,0.454,0.889,Class 1
2397,0.458,0.864,Class 1
2398,0.449,0.906,Class 1
2399,0.453,0.894,Class 1
2400,0.455,0.878,Class 1
2401,0.459,0.860,Class 1
2402,0.432,0.890,Class 1
2403,0.450,0.845,Class 1
2404,0.438,0.880,Class 1
2405,0.457,0.880,Class 1
2406,0.440,0.885,Class 1
2407,0.433,0.882,Class 1
2408,0.445,0.855,Class 1
2409,0.427,0.865,Class 1
2410,0.418,0.864,Class 1
2411,0.409,0.915,Class 1
2412,0.404,0.868,Class 1
2413,0.427,0.890,Class 1
2414,0.412,0.843,Class 1
2415,0.416,0.865,Class 1
2416,0.410,0.883,Class 1
2417,0.428,0.891,Class 1
2418,0.412,0.914,Class 1
2419,0.426,0.872,Class 1
2420,0.418,0.867,Class 1
2421,0.431,0.905,Class 1
2422,0.400,0.870,Class 1
2423,0.387,0.893,Class 1
2424,0.399,0.907,Class 1
2425,0.395,0.900,Class 1
2426,0.414,0.856,Class 1
2427,0.425,0.886,Class 1
2428,0.397,0.870,Class 1
2429,0.407,0.883,Class 1
2430,0.391,0.870,Class 1
2431,0.398,0.870,Class 1
2432,0.412,0.879,Class 1
2433,0.368,0.904,Class 1
2434,0.391,0.879,Class 1
2435,0.398,0.893,Class 1
2436,0.374,0.918,Class 1
2437,0.380,0.921,Class 1
2438,0.386,0.877,Class 1
2439,0.390,0.902,Class 1
2440,0.391,0.905,Class 1
2441,0.374,0.862,Class 1
2442,0.362,0.879,Class 1
2443,0.370,0.861,Class 1
2444,0.361,0.850,Class 1
2445,0.385,0.871,Class 1
2446,0.375,0.859,Class 1
2447,0.387,0.899,Class 1
2448,0.370,0.880,Class 1
2449,0.370,0.885,Class 1
2450,0.391,0.860,Class 1
2451,0.362,0.879,Class 1
2452,0.387,0.915,Class 1
2453,0.361,0.877,Class 1
2454,0.369,0.870,Class 1
2455,0.388,0.881,Class 1
2456,0.386,0.877,Class 1
2457,0.360,0.891,Class 1
2458,0.347,0.876,Class 1
2459,0.382,0.879,Class 1
2460,0.366,0.909,Class 1
2461,0.349,0.892,Class 1
2462,0.359,0.916,Class 1
2463,0.349,0.880,Class 1
2464,0.353,0.878,Class 1
2465,0.348,0.907,Class 1
2466,0.350,0.884,Class 1
2467,0.329,0.869,Class 1
2468,0.335,0.912,Class 1
2469,0.347,0.885,Class 1
2470,0.336,0.888,Class 1
2471,0.363,0.875,Class 1
2472,0.340,0.897,Class 1
2473,0.372,0.882,Class 1
2474,0.330,0.899,Class 1
2475,0.352,0.904,Class 1
2476,0.348,0.874,Class 1
2477,0.334,0.864,Class 1
2478,0.334,0.870,Class 1
2479,0.337,0.878,Class 1
2480,0.358,0.834,Class 1
2481,0.328,0.873,Class 1
2482,0.319,0.860,Class 1
2483,0.360,0.864,Class 1
2484,0.339,0.891,Class 1
2485,0.329,0.880,Class 1
2486,0.328,0.854,Class 1
2487,0.311,0.900,Class 1
2488,0.313,0.870,Class 1
2489,0.335,0.831,Class 1
2490,0.336,0.863,Class 1
2491,0.308,0.863,Class 1
2492,0.309,0.882,Class 1
2493,0.345,0.874,Class 1
2494,0.324,0.870,Class 1
2495,0.314,0.847,Class 1
2496,0.334,0.864,Class 1
2497,0.319,0.887,Class 1
2498,0.339,0.882,Class 1
2499,0.330,0.854,Class 1
2500,0.299,0.841,Class 1
2501,0.303,0.865,Class 1
2502,0.310,0.833,Class 1
2503,0.317,0.862,Class 1
2504,0.304,0.867,Class 1
2505,0.315,0.836,Class 1
2506,0.322,0.875,Class 1
2507,0.310,0.829,Class 1
2508,0.319,0.893,Class 1
2509,0.320,0.863,Class 1
2510,0.319,0.875,Class 1
2511,0.310,0.836,Class 1
2512,0.315,0.845,Class 1
2513,0.318,0.867,Class 1
2514,0.292,0.887,Class 1
2515,0.290,0.834,Class 1
2516,0.308,0.853,Class 1
2517,0.295,0.855,Class 1
2518,0.306,0.878,Class 1
2519,0.295,0.889,Class 1
2520,0.295,0.841,Class 1
2521,0.384,0.653,Class 2
2522,0.371,0.634,Class 2
2523,0.418,0.661,Class 2
2524,0.378,0.658,Class 2
2525,0.377,0.670,Class 2
2526,0.375,0.666,Class 2
2527,0.396,0.672,Class 2
2528,0.366,0.643,Class 2
2529,0.349,0.662,Class 2
2530,0.387,0.670,Class 2
2531,0.387,0.672,Class 2
2532,0.359,0.635,Class 2
2533,0.376,0.657,Class 2
2534,0.375,0.631,Class 2
2535,0.398,0.623,Class 2
2536,0.379,0.667,Class 2
2537,0.390,0.631,Class 2
2538,0.376,0.609,Class 2
2539,0.393,0.636,Class 2
2540,0.378,0.603,Class 2
2541,0.378,0.643,Class 2
2542,0.411,0.638,Class 2
2543,0.373,0.662,Class 2
2544,0.370,0.656,Class 2
2545,0.386,0.608,Class 2
2546,0.387,0.655,Class 2
2547,0.400,0.611,Class 2
2548,0.376,0.622,Class 2
2549,0.396,0.610,Class 2
2550,0.370,0.592,Class 2
2551,0.378,0.613,Class 2
2552,0.376,0.602,Class 2
2553,0.394,0.621,Class 2
2554,0.416,0.643,Class 2
2555,0.374,0.650,Class 2
2556,0.395,0.585,Class 2
2557,0.374,0.644,Class 2
2558,0.378,0.632,Class 2
2559,0.382,0.605,Class 2
2560,0.379,0.620,Class 2
2561,0.410,0.609,Class 2
2562,0.401,0.619,Class 2
2563,0.374,0.613,Class 2
2564,0.391,0.615,Class 2
2565,0.362,0.614,Class 2
2566,0.367,0.586,Class 2
2567,0.381,0.566,Class 2
2568,0.374,0.580,Class 2
2569,0.423,0.588,Class 2
2570,0.394,0.588,Class 2
2571,0.357,0.560,Class 2
2572,0.378,0.575,Class 2
2573,0.371,0.597,Class 2
2574,0.380,0.606,Class 2
2575,0.406,0.570,Class 2
2576,0.378,0.572,Class 2
2577,0.364,0.573,Class 2
2578,0.369,0.578,Class 2
2579,0.386,0.571,Class 2
2580,0.371,0.576,Class 2
2581,0.396,0.595,Class 2
2582,0.385,0.583,Class 2
2583,0.368,0.586,Class 2
2584,0.392,0.591,Class 2
2585,0.386,0.555,Class 2
2586,0.405,0.536,Class 2
2587,0.380,0.567,Class 2
2588,0.385,0.574,Class 2
2589,0.369,0.546,Class 2
2590,0.373,0.602,Class 2
2591,0.409,0.557,Class 2
2592,0.375,0.568,Class 2
2593,0.367,0.559,Class 2
2594,0.400,0.555,Class 2
2595,0.402,0.581,Class 2
2596,0.381,0.586,Class 2
2597,0.384,0.560,Class 2
2598,0.374,0.559,Class 2
2599,0.401,0.539,Class 2
2600,0.345,0.572,Class 2
2601,0.384,0.521,Class 2
2602,0.387,0.575,Class 2
2603,0.402,0.565,Class 2
2604,0.401,0.530,Class 2
2605,0.393,0.506,Class 2
2606,0.374,0.540,Class 2
2607,0.385,0.526,Class 2
2608,0.381,0.546,Class 2
2609,0.385,0.509,Class 2
2610,0.397,0.547,Class 2
2611,0.382,0.535,Class 2
2612,0.399,0.531,Class 2
2613,0.398,0.512,Class 2
2614,0.378,0.508,Class 2
2615,0.388,0.530,Class 2
2616,0.393,0.556,Class 2
2617,0.398,0.557,Class 2
2618,0.388,0.503,Class 2
2619,0.400,0.531,Class 2
2620,0.386,0.554,Class 2
2621,0.382,0.528,Class 2
2622,0.370,0.530,Class 2
2623,0.398,0.504,Class 2
2624,0.404,0.504,Class 2
2625,0.382,0.506,Class 2
2626,0.381,0.496,Class 2
2627,0.390,0.532,Class 2
2628,0.369,0.510,Class 2
2629,0.393,0.530,Class 2
2630,0.394,0.483,Class 2
2631,0.392,0.533,Class 2
2632,0.407,0.505,Class 2
2633,0.387,0.529,Class 2
2634,0.392,0.527,Class 2
2635,0.408,0.517,Class 2
2636,0.403,0.510,Class 2
2637,0.385,0.491,Class 2
2638,0.415,0.532,Class 2
2639,0.397,0.519,Class 2
2640,0.396,0.489,Class 2
2641,0.387,0.499,Class 2
2642,0.397,0.499,Class 2
2643,0.403,0.523,Class 2
2644,0.401,0.528,Class 2
2645,0.399,0.503,Class 2
2646,0.394,0.506,Class 2
2647,0.395,0.486,Class 2
2648,0.372,0.449,Class 2
2649,0.393,0.473,Class 2
2650,0.405,0.515,Class 2
2651,0.393,0.492,Class 2
2652,0.414,0.531,Class 2
2653,0.382,0.502,Class 2
2654,0.414,0.486,Class 2
2655,0.397,0.506,Class 2
2656,0.419,0.480,Class 2
2657,0.422,0.468,Class 2
2658,0.394,0.502,Class 2
2659,0.382,0.504,Class 2
2660,0.396,0.484,Class 2
2661,0.399,0.478,Class 2
2662,0.389,0.515,Class 2
2663,0.400,0.485,Class 2
2664,0.402,0.477,Class 2
2665,0.406,0.478,Class 2
2666,0.398,0.498,Class 2
2667,0.390,0.462,Class 2
2668,0.390,0.476,Class 2
2669,0.397,0.483,Class 2
2670,0.379,0.471,Class 2
2671,0.410,0.466,Class 2
2672,0.407,0.473,Class 2
2673,0.387,0.474,Class 2
2674,0.401,0.474,Class 2
2675,0.397,0.455,Class 2
2676,0.400,0.477,Class 2
2677,0.387,0.462,Class 2
2678,0.413,0.452,Class 2
2679,0.403,0.459,Class 2
2680,0.409,0.441,Class 2
2681,0.395,0.472,Class 2
2682,0.407,0.455,Class 2
2683,0.407,0.474,Class 2
2684,0.387,0.445,Class 2
